place,bag,new bag,rating,review num
Waterfront Promenade (Singapore),"light show,laser show,water show,evening stroll,nice walk,helix bridge,city lights,singapore skyline,merlion statue,walk around,bay,sights,mbs,strolling,mall,heat,mrt","light show,laser show,water show,evening stroll,nice walk,helix bridge,city lights,singapore skyline,merlion statue,walk around,bay,sights,mbs,strolling,mall,heat,mrt",4.5,4410
Jurong Bird Park (Singapore),"lory loft,waterfall aviary,high flyers show,lorry loft,penguin feeding,penguin coast,tram ride,different species,singapore zoo,night safari,must visit place,public transport,parrots,aviaries,hawk,ostrich,sails,,,,,,,,","lory loft,waterfall aviary,high flyers show,lorry loft,penguin feeding,penguin coast,tram ride,different species,singapore zoo,night safari,must visit place,public transport,parrots,aviaries,hawk,ostrich,sails,,,,,,,,",4.5,5212
Supertree Grove (Singapore),"light show,super trees,garden rhapsody,sky walk,elevated walkway,ocbc skyway,lit up at night,every evening,beautiful at night,marina bay sands,cloud forest,lightshow,avatar,dusk,daylight,daytime,plants,8pm,,","light show,super trees,garden rhapsody,sky walk,elevated walkway,ocbc skyway,lit up at night,every evening,beautiful at night,marina bay sands,cloud forest,lightshow,avatar,dusk,daylight,daytime,plants,8pm,,",4.5,5976
"Buddha Tooth Relic Temple and Museum, Singapore","rooftop garden,main hall,wearing shorts,visiting chinatown,chinatown area,peaceful place,worth a visit,beautiful building,take pictures,chinese new year,air conditioned,prayer,buddhist,statues,meditation,replica,wheel,,,,,,,,,,,,,","rooftop garden,main hall,wearing shorts,visiting chinatown,chinatown area,peaceful place,worth a visit,beautiful building,take pictures,chinese new year,air conditioned,prayer,buddhist,statues,meditation,replica,wheel,,,,,,,,,,,,,",4.5,6423
Flower Dome (Singapore),"cloud forest,flowers and plants,flower lovers,air conditioned,different parts of the world,chinese new year,on display,cactus,bay,baobab,pollen,flora,greenhouse,climate,gardeners,heat,bloom,,,,,","cloud forest,flowers and plants,flower lovers,air conditioned,different parts of the world,chinese new year,on display,cactus,bay,baobab,pollen,flora,greenhouse,climate,gardeners,heat,bloom,,,,,",4.5,6484
S.E.A. Aquarium (Sentosa Island),"sea creatures,marine life,shark tank,main tank,star fish,different species,open ocean,huge tank,sea cucumbers,touch pool,maritime museum,sea world,on display,must visit place,universal studios,jellyfish,exhibits,,,,,,,,,,","sea creatures,marine life,shark tank,main tank,star fish,different species,open ocean,huge tank,sea cucumbers,touch pool,maritime museum,sea world,on display,must visit place,universal studios,jellyfish,exhibits,,,,,,,,,,",4.5,6742
Marina Bay (Singapore),"light show,laser show,helix bridge,water show,fullerton hotel,shopping mall,singapore flyer,merlion park,infinity pool,nice walk,walk around,boat ride,food court,singapore river,clarke quay,skyline,skyscrapers,architecture,,,,,,,,","light show,laser show,helix bridge,water show,fullerton hotel,shopping mall,singapore flyer,merlion park,infinity pool,nice walk,walk around,boat ride,food court,singapore river,clarke quay,skyline,skyscrapers,architecture,,,,,,,,",4.5,12997
National Orchid Garden (Singapore),"beautiful orchids,cool house,orchid lovers,different varieties,entry fee,on display,small fee,well worth the visit,couple of hours,visiting singapore,botanic,shapes,beauty,hybrid,plants,species,camera,paths,,,,,","beautiful orchids,cool house,orchid lovers,different varieties,entry fee,on display,small fee,well worth the visit,couple of hours,visiting singapore,botanic,shapes,beauty,hybrid,plants,species,camera,paths,,,,,",4.5,13818
Cloud Forest (Singapore),"flower dome,indoor waterfall,global warming,different levels,climate change,plant life,beautiful plants,afraid of heights,air conditioned,take your time,visiting singapore,bay,flowers,misting,nature,misty,heat,structure,,,,,,,,,,","flower dome,indoor waterfall,global warming,different levels,climate change,plant life,beautiful plants,afraid of heights,air conditioned,take your time,visiting singapore,bay,flowers,misting,nature,misty,heat,structure,,,,,,,,,,",4.5,14923
Sands Skypark Observation Deck (Singapore),"infinity pool,hotel guests,sky park,la vie,marina bay sands,singapore flyer,night view,rooftop bar,laser show,light show,tower,skyline,mbs,ships,sgd,landmark","infinity pool,hotel guests,sky park,la vie,marina bay sands,singapore flyer,night view,rooftop bar,laser show,light show,tower,skyline,mbs,ships,sgd,landmark",4.5,16866
Singapore Flyer,"london eye,ferris wheel,eye view,entire city,city lights,marina bay sands,afraid of heights,night view,air conditioned,take photos,capsule,ride,rotating,skyline,carriage,movement,track,circuit,sgd","london eye,ferris wheel,eye view,entire city,city lights,marina bay sands,afraid of heights,night view,air conditioned,take photos,capsule,ride,rotating,skyline,carriage,movement,track,circuit,sgd",4.5,17343
Singapore Botanic Gardens,"orchid garden,swan lake,evolution garden,busy city,children's garden,monitor lizards,free entry,few hours,plants and trees,hop on hop off bus,mrt station,entrance fee,couple of hours,orchard road,walk around,picnic,,,,,,,,,,,,,","orchid garden,swan lake,evolution garden,busy city,children's garden,monitor lizards,free entry,few hours,plants and trees,hop on hop off bus,mrt station,entrance fee,couple of hours,orchard road,walk around,picnic,,,,,,,,,,,,,",4.5,19811
Universal Studios Singapore (Sentosa Island),"transformers ride,express pass,roller coaster,jurassic park,battlestar galactica,universal studios,lost world,ancient egypt,canopy flyer,water world show,sesame street,mummy returns,enchanted airways,fast pass,popular rides,,,,,,,,,,,,,,,","transformers ride,express pass,roller coaster,jurassic park,battlestar galactica,universal studios,lost world,ancient egypt,canopy flyer,water world show,sesame street,mummy returns,enchanted airways,fast pass,popular rides,,,,,,,,,,,,,,,",4.5,19970
Singapore Zoo,"polar bear,night safari,white tiger,feeding times,animal shows,fragile forest,animals seem,river safari,natural environment,tram ride,jurong bird park,public transport,orangutans,enclosures,kfc,cage,lions,conservation,,,","polar bear,night safari,white tiger,feeding times,animal shows,fragile forest,animals seem,river safari,natural environment,tram ride,jurong bird park,public transport,orangutans,enclosures,kfc,cage,lions,conservation,,,",4.5,22358
Singapore Mass Rapid Transit  (SMRT),"transport system,always on time,ez link card,unlimited travel,travel card,tourist card,trains run,day pass,mrt stations,changi airport,air conditioned,systems,network,commuters,user,frequency,connectivity,efficiency,,,,,,,,","transport system,always on time,ez link card,unlimited travel,travel card,tourist card,trains run,day pass,mrt stations,changi airport,air conditioned,systems,network,commuters,user,frequency,connectivity,efficiency,,,,,,,,",4.5,24043
Gardens by the Bay (Singapore),"flower dome,light show,cloud forest,super trees,sky walk,ocbc skyway,supertree grove,satay,plants and flowers,beautiful garden,air conditioned,visiting singapore,walk around,domes,waterfall,observatories,avatar,,,,,","flower dome,light show,cloud forest,super trees,sky walk,ocbc skyway,supertree grove,satay,plants and flowers,beautiful garden,air conditioned,visiting singapore,walk around,domes,waterfall,observatories,avatar,,,,,",4.5,59521
Harley-Davidson of Singapore,"apparel,merchandise,bikes","apparel,merchandise,bikes",5,4
Mandai Track 15 (Singapore),"hikers,trail,nature","hikers,trail,nature",5,6
MyProGuide Singapore,"professional tour guide,little india,botanical gardens","professional tour guide,little india,botanical gardens",5,7
Silken Treasure (Singapore),"fabric,shop","fabric,shop",5,7
On Tap (Singapore),"chinatown complex,smith street","chinatown complex,smith street",5,9
M&B Private Jewelers,"engagement ring,orchard road,diamonds,showroom,resize,jewellers,jewelry,shop","engagement ring,orchard road,diamonds,showroom,resize,jewellers,jewelry,shop",5,10
Marina South Ferries (Singapore),"john's island,kusu island,day trip,company,nature,photos","john's island,kusu island,day trip,company,nature,photos",5,10
Degiosart (Singapore),"tiong bahru,gallery","tiong bahru,gallery",5,12
MST Transport (Singapore),"day trip,driver","day trip,driver",5,13
Enjoy Tea (Singapore),"tea tasting,chinese tea,tea ware","tea tasting,chinese tea,tea ware",5,13
Gin Journey (Singapore),"learning,fun","learning,fun",5,14
Waga Mari Catamaran Charters (Sentosa Island),"crew,kayak,skiing,fun","crew,kayak,skiing,fun",5,20
Dilip Textiles (Singapore),"arab st,shop","arab st,shop",5,21
Sifr Aromatics (Singapore),"perfume,session","perfume,session",5,21
The Gem Museum (Singapore),"gems,knowledge,learning","gems,knowledge,learning",5,22
Geylang Adventures,"human,migrants,society,activity,tour,history","human,migrants,society,activity,tour,history",5,29
J Studios (Singapore),"facial treatment,acne,hydration","facial treatment,acne,hydration",5,29
Hologate Singapore,"vr,groove,guarding,fun","vr,groove,guarding,fun",5,30
IB HQ (Singapore),cocktail experience,cocktail experience,5,30
Prime Aces Limousine (Singapore),"changi airport,vehicle,driver,information","changi airport,vehicle,driver,information",5,31
Caroline Pang Travel Photography (Singapore),"night photography,great teacher,low light,techniques,workshop,skills,knowledge,camera,photographs","night photography,great teacher,low light,techniques,workshop,skills,knowledge,camera,photographs",5,33
Chan Ngee (Singapore),shop,shop,5,36
VegThisCity (Singapore),"food tour,street art,amazing tour,small group,vegetarian vegan food,wealth of knowledge,local food,little india,neighborhoods,culture,hawker,tours,pace,kaya,gems,perspective,ethnic,cuisine,chinatown,stories,tourists","food tour,street art,amazing tour,small group,vegetarian vegan food,wealth of knowledge,local food,little india,neighborhoods,culture,hawker,tours,pace,kaya,gems,perspective,ethnic,cuisine,chinatown,stories,tourists",5,51
Indulgence Beauty Centre (Singapore),"facial treatment,acne,sores,extractor,session,extractions,therapist,pimples","facial treatment,acne,sores,extractor,session,extractions,therapist,pimples",5,57
Walks of Our Life (Singapore),"tours,heat","tours,heat",5,64
Facia Ginza Singapore (Clarke Quay Branch),"face massage,facial features,facial treatment,session,therapist,fascia,symmetrical,techniques,orchard","face massage,facial features,facial treatment,session,therapist,fascia,symmetrical,techniques,orchard",5,68
Natureland Spa (Singapore),"body massage,ginger tea,great massage,professional massage,massage experience,cuppage road,relaxing ambience,pressure points,foot bath,time slot,amazing experience,therapist,orchard,session,,,,,,","body massage,ginger tea,great massage,professional massage,massage experience,cuppage road,relaxing ambience,pressure points,foot bath,time slot,amazing experience,therapist,orchard,session,,,,,,",5,77
Natureland Robertson Walk (Singapore),"body massage,ginger tea,great massage,foot reflex,great ambience,counter staff,full body,amazing experience,orchard road,therapist,therapy,massuer,skillful,skills,session,tension,knots,sg","body massage,ginger tea,great massage,foot reflex,great ambience,counter staff,full body,amazing experience,orchard road,therapist,therapy,massuer,skillful,skills,session,tension,knots,sg",5,77
Natureland Holland Village (Singapore),"foot massage,ginger tea,great massage,full body massage,clean environment,counter staff,massage therapist,relaxing ambience,stiff neck,tight muscles,sore spots,tension,knots,therapy,hv,knead,skilled,gd,branch,","foot massage,ginger tea,great massage,full body massage,clean environment,counter staff,massage therapist,relaxing ambience,stiff neck,tight muscles,sore spots,tension,knots,therapy,hv,knead,skilled,gd,branch,",5,77
Natureland (Singapore),"body massage,ginger tea,east coast,great massage,professional massage,massage experience,foot reflex,nice ambience,sports massage,quiet environment,problem areas,counter staff,deep tissue,,,,,,,,,,,,,,,,,","body massage,ginger tea,east coast,great massage,professional massage,massage experience,foot reflex,nice ambience,sports massage,quiet environment,problem areas,counter staff,deep tissue,,,,,,,,,,,,,,,,,",5,77
Natureland Chijmes (Singapore),"body massage,ginger tea,great massage,foot reflexology,great ambience,massage experience,professional massage,quality massage,full body,awesome experience,therapy,therapist,90mins,knots,techniques,,,,,,,,,,","body massage,ginger tea,great massage,foot reflexology,great ambience,massage experience,professional massage,quality massage,full body,awesome experience,therapy,therapist,90mins,knots,techniques,,,,,,,,,,",5,77
Natureland Liat Towers (Singapore),"body massage,ginger tea,great massage,counter staff,professional massage,foot reflexology,robertson walk,surely comeback,beautiful ambience,comfortable environment,massage experience,orchard area,awesome experience,,,,,,,,,","body massage,ginger tea,great massage,counter staff,professional massage,foot reflexology,robertson walk,surely comeback,beautiful ambience,comfortable environment,massage experience,orchard area,awesome experience,,,,,,,,,",5,77
Natureland (Singapore),"valley point,foot massage,pressure points,therapist,tiger","valley point,foot massage,pressure points,therapist,tiger",5,77
Canvas Singapore,"comedy,clubbing","comedy,clubbing",5,87
Wanderlust Adventures (Singapore),"fishing trip,sunset dinner cruise,fishing spots,lazarus island,day trip,awesome experience,captain,yacht,boat,video","fishing trip,sunset dinner cruise,fishing spots,lazarus island,day trip,awesome experience,captain,yacht,boat,video",5,88
Mahaco Impex (Singapore),"fabric,pashmina","fabric,pashmina",5,93
Changi Experience Studio (Singapore),"interactive games,high tech,children and adults,lots of fun,interactive experience,fun learning,fun filled day,awesome experience,all ages,technology,history,bonding,arena,race,video,sensory,outing,,,,,","interactive games,high tech,children and adults,lots of fun,interactive experience,fun learning,fun filled day,awesome experience,all ages,technology,history,bonding,arena,race,video,sensory,outing,,,,,",5,101
Kee Hing Hung Pte. Ltd. (Singapore),"black bay,product knowledge,shopping experience,sales associate,chinatown area,on display,watches,tudor,rolex,gmt,model,purchase,timepieces,explorer,loke,chia,interests,alvin,heritage,,","black bay,product knowledge,shopping experience,sales associate,chinatown area,on display,watches,tudor,rolex,gmt,model,purchase,timepieces,explorer,loke,chia,interests,alvin,heritage,,",5,107
Margaret River Adventure Co.,"fat bikes,indian ocean,karri forest,follow instructions,highly recommend this activity,super fun,awesome guide,an awesome experience,wealth of knowledge,coasteering,cam,rocks,safety,coastline,shore,wa,thrill,swimmers,blast,jumps,wonders,southwest","fat bikes,indian ocean,karri forest,follow instructions,highly recommend this activity,super fun,awesome guide,an awesome experience,wealth of knowledge,coasteering,cam,rocks,safety,coastline,shore,wa,thrill,swimmers,blast,jumps,wonders,southwest",5,107
The Walking Singapore,"walking tour,great tour,knowledgeable guide,marina bay,humour,overview,attractions","walking tour,great tour,knowledgeable guide,marina bay,humour,overview,attractions",5,108
SingaBites (Singapore),"little india,tour guide,culture,insight","little india,tour guide,culture,insight",5,118
The Thai Spa (Singapore),"great massage,swedish massage,body scrub,massage experience,pleasant receptionist,foot massage,awesome experience,therapist,therapy,skills,session,knots,ailments,techniques,skilled,reminder,whatsapp,,","great massage,swedish massage,body scrub,massage experience,pleasant receptionist,foot massage,awesome experience,therapist,therapy,skills,session,knots,ailments,techniques,skilled,reminder,whatsapp,,",5,138
Yixing Xuan Teahouse (Singapore),"dim sum,chinese tea,tea appreciation,quality steak,couple of hours,workshop,session,knowledge,lesson,master,art,expert,chinatown","dim sum,chinese tea,tea appreciation,quality steak,couple of hours,workshop,session,knowledge,lesson,master,art,expert,chinatown",5,145
Wok 'n' Stroll (Singapore),"michelin star food,local dishes,tour","michelin star food,local dishes,tour",5,149
Singapore Foodsters,"food walking tour,booked this tour,little india,hawker stalls,local food,chicken pie,introduction,knowledge,chinatown,culture,glimpse","food walking tour,booked this tour,little india,hawker stalls,local food,chicken pie,introduction,knowledge,chinatown,culture,glimpse",5,151
East Inspirations (Singapore),"shop owners,south bridge road,tea culture,lovely shop,sales associate,special piece,tea session,interesting items,chinatown mrt station,for sale,shopping experience,visiting singapore,cheong,treasure,toh,objects,,,,","shop owners,south bridge road,tea culture,lovely shop,sales associate,special piece,tea session,interesting items,chinatown mrt station,for sale,shopping experience,visiting singapore,cheong,treasure,toh,objects,,,,",5,155
Tipple and Dram (Singapore),"great collection,relaxed evening with friends","great collection,relaxed evening with friends",5,157
Commune Kitchen,"dumpling class,dumplings,xiao long bao,amazing teacher,great cooking class,learn how,gluten free or not,sri lankan curry,making class,fun class,clear instructions,fun activity,xiaolongbao,lots of fun,payal,taught,,,,","dumpling class,dumplings,xiao long bao,amazing teacher,great cooking class,learn how,gluten free or not,sri lankan curry,making class,fun class,clear instructions,fun activity,xiaolongbao,lots of fun,payal,taught,,,,",5,167
Ransack Puzzle Hunt,"solving puzzles,fun experience,game master,super fun,escape room,great game,team building,absolutely fun,awesome activity,level of difficulty,treasure hunt,fun exploring,interesting puzzles,small group,team bonding,chinatown area,challenges,plot,brain,blast,,","solving puzzles,fun experience,game master,super fun,escape room,great game,team building,absolutely fun,awesome activity,level of difficulty,treasure hunt,fun exploring,interesting puzzles,small group,team bonding,chinatown area,challenges,plot,brain,blast,,",5,176
Amazing Chambers Singapura (Singapore),"sisters island,escape room,fun experience,naval battle,super fun,naval base,brain power,bukit chandu,solving puzzles,difficulty level,malay culture,escape game,game master,great guide,mind boggling,,,,,,,,,,,,,,,","sisters island,escape room,fun experience,naval battle,super fun,naval base,brain power,bukit chandu,solving puzzles,difficulty level,malay culture,escape game,game master,great guide,mind boggling,,,,,,,,,,,,,,,",5,177
Tea Chapter (Singapore),"chinese tea,tea appreciation,queen elizabeth,neil road,queen room,tea ware,valuable experience,interesting experience,steak eggs,busy singapore,cassia,master,art,demonstration,dimsum,shop,,,,,,,,,,","chinese tea,tea appreciation,queen elizabeth,neil road,queen room,tea ware,valuable experience,interesting experience,steak eggs,busy singapore,cassia,master,art,demonstration,dimsum,shop,,,,,,,,,,",5,178
Ikeda Spa Prestige (Singapore),"onsen bath,bukit timah,deep tissue massage,facial treatment,onsen experience,relaxing facial,free onsen,wonderful massage,clark quay,an amazing experience,therapist,geisha,skincare,90mins,session,knots,,,,,","onsen bath,bukit timah,deep tissue massage,facial treatment,onsen experience,relaxing facial,free onsen,wonderful massage,clark quay,an amazing experience,therapist,geisha,skincare,90mins,session,knots,,,,,",5,195
Ikeda Spa (Singapore),"deep tissue massage,bukit timah,onsen bath,relaxing massage,onsen experience,massage therapist,authentic japanese,great onsen,facial products,free onsen,consistent service,problem areas,nice environment,,,,,,,,,,,,,,,,,","deep tissue massage,bukit timah,onsen bath,relaxing massage,onsen experience,massage therapist,authentic japanese,great onsen,facial products,free onsen,consistent service,problem areas,nice environment,,,,,,,,,,,,,,,,,",5,195
OrcaNation (Singapore),"dive master,instructor","dive master,instructor",5,196
Let's Go Cook Singapore,"kueh dadar,cooking class,cooking experience,cooking session,step by step,laksa,local food market,walking tour,amazing experience,kaya toast,food culture,whole process,hainanese chicken rice,great fun,teaching,,,,","kueh dadar,cooking class,cooking experience,cooking session,step by step,laksa,local food market,walking tour,amazing experience,kaya toast,food culture,whole process,hainanese chicken rice,great fun,teaching,,,,",5,197
Singapore Sidecars,"civic district,joo chiat,kampong glam,tiong bahru,hour tour,heritage tour,great photos,vintage vespa,awesome tour,sidecar ride,photography skills,evening ride,safe riders,vespa drivers,special tour,wall paintings,helpful guide,fantastic ride,unforgettable experience,,,","civic district,joo chiat,kampong glam,tiong bahru,hour tour,heritage tour,great photos,vintage vespa,awesome tour,sidecar ride,photography skills,evening ride,safe riders,vespa drivers,special tour,wall paintings,helpful guide,fantastic ride,unforgettable experience,,,",5,198
Skypark Sentosa by AJ Hackett (Singapore),"bungy jump,giant swing,bucket list,siloso beach,media package,swing ride,go pro,thrill seekers,clear instructions,great activity,amazing experience,crew,video,fears,safety,tower","bungy jump,giant swing,bucket list,siloso beach,media package,swing ride,go pro,thrill seekers,clear instructions,great activity,amazing experience,crew,video,fears,safety,tower",5,203
Origin Bar (Singapore),"great ambience,the shangri la hotel,bar snacks,great company,excellence service,adonis,qing,talented,asia","great ambience,the shangri la hotel,bar snacks,great company,excellence service,adonis,qing,talented,asia",5,213
Virtual Room: Virtual Reality Singapore,"great fun,escape room,team bonding,team building,fun experience,amazing experience,a lot of fun,mission,vr,graphic,immersive,puzzles,headsets,objects","great fun,escape room,team bonding,team building,fun experience,amazing experience,a lot of fun,mission,vr,graphic,immersive,puzzles,headsets,objects",5,232
Perfume Workshop Singapore,"fragrance,session,instructor,xin,trial,engraved,engravings,souvenir","fragrance,session,instructor,xin,trial,engraved,engravings,souvenir",5,262
Cookery Magic (Singapore),"cooking class,learn how,chicken pie,classes,teacher","cooking class,learn how,chicken pie,classes,teacher",5,299
Avenue Link Transport Group (Singapore),"singapore airport,cruise ship,vehicle,sau,driver,viator","singapore airport,cruise ship,vehicle,sau,driver,viator",5,305
BullionStar (Singapore),"precious metals,buy gold,gold silver,wide range of products,gold bars,clarke quay mrt,trusted place,accessible location,convenient place,on display,purchase,coins,shop,showroom,trustworthy,shipping,purchasing,,,,,","precious metals,buy gold,gold silver,wide range of products,gold bars,clarke quay mrt,trusted place,accessible location,convenient place,on display,purchase,coins,shop,showroom,trustworthy,shipping,purchasing,,,,,",5,309
Withlocals (Singapore),"food tour,walking tour,tooth relic temple,great tour,private tour,hawker centre,hj,knowledge,culture,meditation,facts,highlights,diversity,cuisine,sights","food tour,walking tour,tooth relic temple,great tour,private tour,hawker centre,hj,knowledge,culture,meditation,facts,highlights,diversity,cuisine,sights",5,322
Kayak Fishing Fever (Singapore),"great guide,guide aaron,safety briefing,outdoor activity,mangrove maze,highly recommend this to anyone,high frequency,his enthusiasm,great trip,learning how,super fun,pulau ubin,these guys,different perspective,fun experience,amazing experience,bait,fishes,,,,","great guide,guide aaron,safety briefing,outdoor activity,mangrove maze,highly recommend this to anyone,high frequency,his enthusiasm,great trip,learning how,super fun,pulau ubin,these guys,different perspective,fun experience,amazing experience,bait,fishes,,,,",5,335
Sandbox VR (Singapore),"davy jones,team bonding,immersive experience,super fun,awesome experience,game experience,fun activity,lots of fun,team building,mansion,zombie,realistic,pirate,gamers,graphic,gear,shooting,mission,virtual,,,,","davy jones,team bonding,immersive experience,super fun,awesome experience,game experience,fun activity,lots of fun,team building,mansion,zombie,realistic,pirate,gamers,graphic,gear,shooting,mission,virtual,,,,",5,543
The Intan (Singapore),"peranakan culture,joo chiat,peranakan house,treasure trove,his passion,private collection,personal collection,cultural experience,an eye opener,alvin,heritage,bintan,stories,museum,kueh,curator,collector,beads,,,,,","peranakan culture,joo chiat,peranakan house,treasure trove,his passion,private collection,personal collection,cultural experience,an eye opener,alvin,heritage,bintan,stories,museum,kueh,curator,collector,beads,,,,,",5,577
Tribe (Singapore),"murder tour,game master,solving puzzles,great game,fun guide,story telling,super fun,mr lee,interesting tour,escape game,interesting experience,escape room,walking tour,andros,chinatown,boon,history,murdered,veron,heist,challenges,wong","murder tour,game master,solving puzzles,great game,fun guide,story telling,super fun,mr lee,interesting tour,escape game,interesting experience,escape room,walking tour,andros,chinatown,boon,history,murdered,veron,heist,challenges,wong",5,612
City Scoot (Singapore),"great fun,marina bay,exploring singapore,amazing experience,bike,activity,sg","great fun,marina bay,exploring singapore,amazing experience,bike,activity,sg",5,627
The Original Singapore Walks,"five foot way,colonial district,tour guide,excellent tour,curry,small group,haw par villa,changi,knowledge,stories,clogs,war,company,insight,culture,chinatown,guns,canning,fort,sarees,courage,ww11","five foot way,colonial district,tour guide,excellent tour,curry,small group,haw par villa,changi,knowledge,stories,clogs,war,company,insight,culture,chinatown,guns,canning,fort,sarees,courage,ww11",5,724
Trapped Escape Room Singapore,"fun experience,ward room,mental hospital,game master,super fun,team bonding,amazing experience,clues,challenging,army,scary,hints,props,suf,brain,jac,challenges,thrilling,palau,storyline,,,","fun experience,ward room,mental hospital,game master,super fun,team bonding,amazing experience,clues,challenging,army,scary,hints,props,suf,brain,jac,challenges,thrilling,palau,storyline,,,",5,763
Let's Go Bike (Singapore),"our tour guide,great tour,bites tour,kaya toast,would highly recommend this tour,explore singapore,singapore tour,four hours,food tour,kampong glam,marina bay,alfie,pace,ride,culture,sights,overview,chinatown,intro,parts,hawker","our tour guide,great tour,bites tour,kaya toast,would highly recommend this tour,explore singapore,singapore tour,four hours,food tour,kampong glam,marina bay,alfie,pace,ride,culture,sights,overview,chinatown,intro,parts,hawker",5,787
Food Playground (Singapore),"cooking class,cooking experience,laksa,food culture,learn how,curry puffs,great morning,local dishes,cultural experience,great fun,team bonding,a lot of fun,singapore trip,teacher,classes,heritage,lesson,session,","cooking class,cooking experience,laksa,food culture,learn how,curry puffs,great morning,local dishes,cultural experience,great fun,team bonding,a lot of fun,singapore trip,teacher,classes,heritage,lesson,session,",5,1096
Indie Singapore,"chinatown tour,kampong glam,private tour,great tour,free walking tour,his knowledge,little india,highly recommend this tour,interesting stories,three hours,air conditioned,marina bay,wei,tours,eunice,bugis,culture,information,insight,pace,neighborhoods,interests","chinatown tour,kampong glam,private tour,great tour,free walking tour,his knowledge,little india,highly recommend this tour,interesting stories,three hours,air conditioned,marina bay,wei,tours,eunice,bugis,culture,information,insight,pace,neighborhoods,interests",5,1213
Xcape Singapore,"escape room,game master,escape game,kung fu,difficulty level,team bonding,out of the box,sound effects,fun experience,harry potter,super fun,lots of fun,annabelle,morgue,puzzles,hints,props,,,,,,,,,,,,,","escape room,game master,escape game,kung fu,difficulty level,team bonding,out of the box,sound effects,fun experience,harry potter,super fun,lots of fun,annabelle,morgue,puzzles,hints,props,,,,,,,,,,,,,",5,1294
"Battlebox, Singapore","battle box,guided tour,underground bunker,fort canning park,military history,world war,excellent tour,wax figures,allied forces,events leading up,japanese invasion,knowledgeable guide,fascinating insight,singapore history,,,,,,,,,,,,,,,,","battle box,guided tour,underground bunker,fort canning park,military history,world war,excellent tour,wax figures,allied forces,events leading up,japanese invasion,knowledgeable guide,fascinating insight,singapore history,,,,,,,,,,,,,,,,",5,2492
